Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913,1178.915745,1359.066196,1654.25,1971.46753,2701.592137,2839.937799,3163.740019,3633.613325,3951.108964,4119.081644,4605.139584,5150.59392
"Iran, Islamic Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.5,781.3,17.3,31.4,26.7,48.4,78,548,484,599.3,539.3,349.6
Ireland,,,,,,,,,,,,,,,87.452074,61.831905,92.841345,195,152,127,165.348124,167.839154,176.977404,159.769451,161.72266,173.176373,179.248424,169.957222,166,121,180.8646779,273.6164726,587.990059,787.888543,997.437002,1440.647093,1852.563234,2520.369868,2672.496663,2548.698513,2266.570107,2193.535813,1996.128202,1957.7198,1959.508591,1562.919936,1541.417472
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,11,11,6,6,9,20,14,8,18,15,31,38.1,453,512,499,410,553,751,749,731,850,795,1120,908,919,1410,2030,2400,2870,3080,3260,3040,2780,2500,2220,2205.6,2335.3,2797.9,3635.9,3420.9,3726.8,4344.3,4326,4993.2,5010.1,4927.699968,5206.30016
Italy,106,108,127,175,198,247,208,243,304,350.023286,428.036303,445.6458202,517.1821725,502.2112684,499.843065,606.2758151,795.433662,1286,1926,2700.367941,3764.413514,2781.017867,2686,2533,2234,1823,2083,2168,2375,2552.772711,2582.005298,2716,3582.237425,4366.619546,5513.184385,7545.815811,8351.772204,11182.03463,14445.31628,14390.12322,12885.66779,14500.934,11825.66308,11629.33209,11132.58395,9442.566912,9376.753152
Jamaica,,,,,,,40.9,34.9,34.6,37.8,35.2,35,32.2,36.5,38.9,57.8,41.5,40.2,23.2,24.1,26.7,26.9,29.1,26.6,54.9,74.1,96,116.9,134.1,149.5,179.2,216.6,277.7,341.6,424.559865,368.7415144,357.9268501,396.1825776,364.6170287,268.9977114,279.3099269,305.4851404,333.5405132,297.4257076,275.0817983,287.14024,298.112476
Japan,,,,,,,,130,160,200,220,240,330,320,290,,,,,,,1300,1370,1580,1580,1820,3556,3624,3399,3539,3169,2944,3345,1773,1411,1149.537317,3332.164588,3639.371943,4548.088348,3932.046367,4365.714732,4536.170393,4042.571071,2872.330559,4214.761759,4000.341456,5064.714688
Jordan,,,,,,,20.482956,45.614698,65.464446,79.917822,154,158,177,201,254,236,247,184,155,91.060102,70.515838,61.105331,86.057651,78.073089,93.023019,107,99.858956,200,207,204.118477,197.131171,192.849672,193.849089,226.798307,272.157969,349.2242595,401.5514809,479.2667347,471.7791677,502.2535211,605.2112676,549.8591549,684.7887324,534.9295775,675.2112676,596.760564,570.000008
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,503.6,422.2,522.1,470.9,355.5,440.44194,486.8791,594.666638,802,1354,1893.131775,2958.485461,4212.277482,3461.671985,2934.061283,3005.77488,3409.435907,3808.907823,3803.988119,3550.131173,3116.48192,2394.53824
Kenya,,,,,,5.71958247,17.4492019,12.807252,22.7702509,18.4607753,13.4767488,13.4843904,10.8951161,11.4186838,6.7990045,5.5379353,6.6560902,9.1160519,7.66322381,2.91651949,7.20059705,3.846172507,7.38744246,,7.1364121,8.7497853,8.7542881,45.864899,70.600679,26.039933,,5.0914426,5.714348,6.5845295,34.022965,56.4089767,25.39901236,16.36450759,64.49540113,60.80384802,19.10387846,25.8573065,14.50913733,16.19841972,170.9534815,,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092144557,0.54513277,0.57696931,0.556991456,1.030968417,1.200629113,1.216064729,1.10337636,1.13784162,0.948075938,0.9369865
"Korea, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",,,,,,,1,2,3,4,57.7,33.3,26.8,21.4,36.6,27,36.5,33.9,154.6,821.6,1026.2,1274.3,1409,1180.4,1356.4,2062,2900,2796.2,1682.2,2492.3,3650.6,4499.2,5843.8,7932.3,8306,6667.3,7215.1,7723.1,7545.2,7152.7,9123,9585.9,9380.3,8990.9,9570.5,8365.199872,10346.30042
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.8687787,161.8012148,119.941487,95.98845297,126.5519857,155.546609,127.1519126,151.0068009,118.0396265,106.282265,99.76949236,68.3714445,66.7406155
Kuwait,,,,,,276,315,370,433,532,692,689,875,865,963,1040,1080,1100,1180,1280,770,426,829,1230,1330,1350,1380,1380,1610,1730,1730,1790,1930,2140,2400,2647.60274,3183.238048,9763.770985,10322.57137,11749.21289,11864.00397,13012.20603,15459.19937,17711.48068,18128.47635,15202.53598,15285.86486
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,108.654,66.378,41.086,32.75,28.56,49.787836,51.088572,45.348644,54.5341728,57.3836231,55.239593,82.958212,53.27542603,68.11350262,90.49543238,100.5594283,107.4961065,167.7200036,227.6214845,285.9081877,389.5125958,453.942296,362.554954,377.553225
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.5,8.9,10.3,7.3,6.7,0.4,0.44,0.46305,0.4862025,0.99671513,0.8,0.84,5.410944,6,9.36074582,22.37000792,19.31493266,75.64311906,70.17568928,68.70400084,54.16530636,43.3380705,39.476133
Latvia,,,,,,,,,,,,,,,,,,,,,,,0.22403,0.354,2.088,1.238,2.168,4.6,7.7,7.6,6.6,7.6,7.6,8.3,13.1,491.4136075,892.1201335,1117.696555,913.3744444,672.8341226,442.9980079,559.2094204,569.1780896,607.5214767,569.8750253,494.501716,415.535256
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520.93,4077,4230,4011.675055,3445.148821,2961.9,4365.96,5749.15402,4390.475746,4227.195814,4698.442226,5193.378144,4382.943783,3674.947392,3680.344
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,75.360114,60.481624,56.305054,55.623933,34.06038,10.3183,9.5549505,7.9674206,10.110386,11.025073,,,,,,,,,,,,
Liberia,,,,,,,,,,34.99999,31.999991,32.999991,74.999979,125.999966,120.899967,102.399972,136.199962,125.899965,,,,,,,,,,,,,,,,,0.17617141,0.193788547,0.213167292,0.255220257,0.4806634,1.008165606,1.141631291,0.779400122,471.1,435.1075,309.8316412,299.292077,
Libya,,,,,,,,840,932,832,1050,1530,1580,2030,1240,859,490,466,497,472,446,409,394,324,283,222,272,192,208,213,463,683,786,676,975,914,945,762.2,964.2,1361,1609,650,1971,3199.3,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,0.090194274,0.59312899,0.9675,33.075,58.1075,63.3,46.635,38.125,29.425,31.2770595,41.9350397,27.5803478,259.0370154,425.7869523,566.9203954,652.1805673,679.263672,552.4660119,1025.598206,1135.009182,851.9182999,904.5775863,588.850368,583.722952
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,2220,2300,2220,2460,2700,2720,3140,3952.594727,5010.598164,6002.078197,6699.464319,7560.826511,9370.176218,11006.38163,10724.95098,10644.54782,11720.34974,11268.73475,12274.24846,12762.55544,11351.41173,11605.6453
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.290681,118.60758,159.916826,207.4643117,476.4013216,823.2461502,936.2985144,666.6597085,539.4361562,653.6396639,853.279158,1061.0349,1347.832764,1569.111984,
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.38,20.661702,11.999652,14.208225,20.520593,23.26515,16.067713,16.158268,15.545106,17.848735,24.875466,32.975259,26.302033,22.61197,24.69225,23.859882,24.438824,23.991042,19.890647,24.250401
Madagascar,,,,,20.3154292,37.3287402,34.7353607,26.00957578,27.38694,26.32558364,31.23835169,23.33194808,20.10088604,12.19656166,10.64784506,14.43067894,16.30834535,11.90594954,13.84401056,13.45858493,17.501629,9.99259,9.436864,6.69877587,8.44706986,11.07690571,13.2102129,15.1250691,13.0003345,11.21300522,11.9039867,11.415636,4.7145389,17.9245874,9.0014339,18.54812703,17.34355053,19.18687138,22.98762968,29.90903241,34.52220015,46.03799456,54.03508291,50.03771693,,46.511366,36.863408
Malawi,,,,,,,,,0.11851921,0.12241731,0.2462764,0.22338904,0.18948203,0.085123528,0.21225714,0.11634017,0.053732434,0.04527463,0.23425597,0.39861945,0.036645048,0.035672084,0.13876264,0.13627759,0.58376415,0.80477675,1.1758199,0.99670552,1.4089546,0.82108246,0.42487662,0.6230147,0.44816169,7.164153969,7.49291692,7.336591799,7.338131132,10.18596484,10.38551125,13.31685698,14.90770319,17.45029477,17.793284,16.45277993,18.55205532,17.4945485,
Malaysia,,,,,4.5698776,4.5952363,5.9018522,10.563595,19.429702,12.337546,18.834266,16.926165,15.414973,14.647281,14.507337,12.88742,21.305924,130.971178,182.660364,183.850868,229.691668,205.271484,226.648528,299.186333,187.546902,1331,1423,2077,2928,484,599,634,3825,3461,5060,5679.210083,5596.604811,6388.47968,6785.527868,6528.552508,6728.510481,6945.697144,7266.908215,7669.912517,8051.53478,3077.376,2944.213504
Maldives,,,,,,,,,,,0.2,0.3,1.3,2,3.4,2,3.0431388,3.6651438,5.871822,5.9994558,8.219088,17.141988,19.3,26.81104,22.46345,26.7744768,27.462499,28.14555164,30.80843396,40.88138322,46.35224368,49.963192,50.617855,55.320628,61.507567,69.910462,83.551366,188.8245,218.6973,190.1529,189.3845619,239.9101201,259.8617502,265.5846688,301.4264497,348.3651794,379.2260368
Mali,,,,,,11.548535,7.8258888,6.1869177,11.965122,19.509063,18.932262,15.272432,14.45499,13.121085,11.671638,28.713696,37.827828,43.921445,39.886087,42.067871,45.396983,51.221716,69.174791,55.727703,36.635137,42.231927,22.6799826,21.43679378,32.3026408,29.8148866,26.3211022,23.2879989,30.3233249,57.6100856,63.90303,69.33120132,57.16306247,82.66794495,104.7776895,166.9044645,175.8813678,128.9454745,110.7823581,133.9041272,147.3057188,,
Malta,,3.1932596,4.1931285,4.6095861,3.3724042,3.8982978,4.9395977,3.0783135,5.7086018,6.6951209,7.5269232,7.4993374,5.0953251,4.39358,6.0733026,4.6892818,6.10698678,8.39383488,9.36961629,23.5299179,24.7962493,8.3807048,5.1297595,1.85200044,2.91595273,12.6653491,15.2701218,13.13834731,11.59289761,15.238358,13.8675017,11.2928663,11.2675268,12.8863152,21.0747652,192.3180201,222.6685679,258.5807538,1320.24116,1861.273888,1611.803065,1126.584961,1080.0852,1048.77728,1030.096648,934.95124,920.050132
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.470887104,3.616436139,3.84330476,4.070087618,4.432601278,7.881811212,9.237557156,23.12029634,23.65844515,23.81896582,,
Mauritania,,,,,,21.5292,24.965434,22.330887,21.164365,32.227488,32.582595,21.678889,31.50524,27.129261,24.105324,24.220017,29.243697,32.228664,34.041611,32.498104,31.224801,29.373061,30.392954,22.830023,24.907951,14.433413,12.235677,11.550619,9.6192704,,,,,,,,,,,,,,239.832472,255.1092562,188.5564467,171.581504,
Mauritius,,,,,,,0.89799859,0.90808537,1.622514,1.1096829,1.5616273,1.3428013,0.91974744,1.1105226,0.7970822,0.84183351,1.1138869,1.7859616,1.1162604,0.85247206,0.6055115,1.5972085,1.4135903,1.4732527,1.3362756,1.0928134,0.7800283,0.5223852,0.79190919,0.4764588,0.60460568,8.0964823,10.0651481,9.98063824,10.9569115,9.247006093,10.07284198,9.947909849,12.74000675,10.2577671,8.458860236,9.445395356,8.187835342,8.31094644,8.84474142,7.126791,6.7845075
Mexico,,,,,,,,,,,11,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.997321,1001.831236,810.619136,653.83456
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2474,16.5609,17.0207,17.9139,16.4526,17.3308,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,9.52,0.73,5.98,20.26,23.93,25.02,45.96,58.53,56.55,67.4,67.28,46.27,56.86,71.9,92.25,74.27,78.59,79.62,92.99,93.87,147.05,154.11,133.72
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.2,3,,13.716248,54.3,49.1,40.42,76.57,90.3231,172.1848968,83.44364891,169.0981043,336.346559,522.8890874,441.3819641,336.9402336,227.5516,170.934424
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.09251118,27.26895175,25.92280613,27.56878446,34.84123306,42.41003413,65.39090389,74.3453348,55.381876,61.228034
Morocco,,,,,,53.3005958,57.7012827,61.287765,75.359925,81.813035,77.477125,59.16135,46.3222581,37.9676171,30.7586291,21.1677138,18.782041,24.0452915,20.8304153,14.2551336,16.0148663,22.2820754,28.9299148,17.2066893,16.7341919,20.4912375,18.9309718,19.9430958,31.964464,28.4565558,29.2217798,35.5127748,36.3773851,44.222733,41.5744592,35.07121505,37.88922654,48.9097741,54.39666932,60.10931581,62.034092,70.9305874,64.15293218,63.30594412,86.17247341,75.199536,120.109848
Mozambique,,,,,,,,,,,25.3,29.4,23.6,19.9,25.7,25,23,25,25.3,27.5,25.4,29.6,26.6,21.3,19.4,20.6,15.7,22.9,31.1,139.8,156.4,64.189276,49.908394,29.506679,20.2553681,24.48479132,26.09800842,45.25047661,56.83773643,65.74704409,53.68101321,41.4872427,96.20174186,99.83683732,193.8704448,190.566932,98.47739
Myanmar,,,,,,,,,,,,,,,,,,0.074270662,0.41442629,,,,0.016340047,,,,,,,,13.781412,13.974441,23.043885,22.610101,24.27199,18.8162383,31.36918555,,,,,,,419.3562982,560.7853527,364.096384,261.801136
Namibia,,,,,,,,,,,,,,,,,,,,,29.7218647,25.9296752,17.2860289,13.3425484,11.1524215,11.1659915,10.7690718,16.5582978,10.4915012,9.45956516,8.95195425,8.07493104,8.23151729,15.07516311,17.61921385,18.33073434,19.64844659,15.56803627,42.4053823,15.47005613,27.89656996,26.96390345,18.18547168,15.61262795,11.56282884,11.58724625,
Nepal,,,,,,,,,,,,,,,,,,,,,,,,3.0056764,8.7133033,9.062519,17.992225,21.802417,24.058675,26.947868,16.732552,24.304801,34.08961465,26.18975474,63.61110432,65.78763435,79.16653617,3.953399498,5.286468443,12.29785577,32.36088552,39.16279086,50.32823156,27.8086805,9.10353621,9.494426,20.045608
Netherlands,181.309393,243.424759,309.479732,402.942631,467.507434,479.036043,507.003587,543.744146,667,763,970,884,872,737,648,658,886,1246,1164,1194,1393,1416,2109,2280,2513,2803,4264,3181,2813,3276,3128,2853,2893,4236,5034,4547.077051,6076.165482,10085.93106,12695.95624,11662.47057,9397.957104,10246.04908,9575.985068,9686.145572,9934.465186,8616.247552,8926.301952
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2513813,20.741126,21.164225,27.66822861,50.18577212,55.5654179,67.9503705,92.40333906,82.71957634,87.38035623,68.28219661,45.24177648,70.2881056,,
New Zealand,,,52.5888,77.360291,109.029519,99.722792,95.53296,98.999172,129.610909,140.009862,150.951781,191.701535,134.221741,131.855198,121.539621,126.944215,171.591269,241.476906,347.007651,352.658942,366.300154,350.129321,311,291,349,427,605,683,437,469,459.265537,397.73856,393.098963,605.251844,858.4074,647.3077403,552.0218524,622.5595498,624.2584027,524.4539982,533.9177984,609.8183406,661.6116249,716.9832787,769.854114,706.389472,723.88016
Nicaragua,,,,,,,,4.6,5.1,4,2,4.2,2,2.6,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.2,1.2,1.3,1.5,1.3,1.3,1.6,1.6
Niger,,,,,17.569248,20.334754,20.22594674,21.84958811,34.01196864,45.37385027,53.41737812,47.94807498,48.37096076,43.45441018,40.73859385,48.9112207,72.8488876,65.5760481,68.9310819,56.3339571,66.4794012,65.37946952,64.901897,61.300473,46.539592,28.640779,33.3924715,19.9753497,20.9610349,18.5204092,11.8767998,10.3296074,6.3688309,9.0416331,24.8672682,29.31172282,29.26618752,18.01293207,22.30210538,25.19768201,72.17980734,111.5104442,90.69333781,91.48853651,,101.229044,
Nigeria,,,,,,,,199,253,356,524,484.521086,427.727595,408.847812,332.873356,298.090125,149.969065,21.663145,37.029146,28.785829,8.8535918,53.510677,34.802543,2.3105835,3.5006365,4.7041635,1.7467274,3.8187887,4.6609303,9.4002469,1.0521141,0.5933651,0.90396417,11.562452,20.855294,68.03026986,101.5621454,53.99690058,58.16674861,47.0294728,47.47452683,75.50659535,38.70252784,50.4827811,54.17379861,1057.221016,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,,,,,,12.653072,14.296213,66.100574,72.999969,92.032424,109.972063,133.439351,139.730178,126.91386,108.805237,143.53711,181.133025,238.409099,226.984314,250.67315,294.531645,411.009684,446,532,475,603,647,703,746,958,1060,1020,923,1430,1750,2174.008491,2596.882572,3577.067724,4750.013568,4174.095054,4118.496972,4427.035714,5099.595369,5799.187011,5941.154712,4462.96576,4245.40928
Oman,,,,,111,208,220,222,241,281,397,500.895194,598.895194,737.895194,862.8952149,949.8952359,885,741,801,830,856,910,1220,1420,1370,1540,1370,1500,1470,1440,1450,1530,1600,1670,1830,2257.477243,2788.036411,3669.70091,5180.754226,5315.994798,5703.511053,7214.564369,8085.825748,9104.418726,10300.83225,10990.89715,
Pakistan,,,,,,,0.40595211,0.50744013,0.40595211,0.81190421,0.71041619,1.2178563,1.0858871,1.7431308,0.43725041,2.1524936,0.9026455,1.268947,0.8918186,0.87629051,0.64838898,0.51453035,0.56079623,0.98375204,1.8702732,4.4107491,3.5570464,1.9196435,5,3,2,3,2,5,10,2,3,2,,8,9,28,34,16,16,30,63
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.69861538,11.2084206,10.74563556,9.72527514,9.28446474,8.99442438,9.35748906,9.69057102,9.83779452,9.52727823,16.785284,
Panama,,,,,,,,,,,37.3,31.6,34.5,38.3,31.6,30.8,27.1,39.2,40.6,35.8,21.8,16.1,20,23.7,24.8,20.4,20,21.3,20.6,21.2,22,42.1,44.7,56.6,72.3,87.6,236.3,295.9,387.6,449.8,485.8,463.6,563.6,644.2,818.3,829.4,838.999968
Papua New Guinea,,,,,,,24.459533,24.37983,32.35891,37.462608,28.238549,41.408283,45.714876,41.760409,36.696255,33.511995,38.888304,43.252129,50.103626,49.811742,42.723227,21.015235,20.734443,20.446675,19.904488,15.668253,18.4297283,26.247493,15.6320514,16.1637981,18.4411814,16.663773,57.378005,91.14755,116.709176,128.2096828,158.5678947,283.9466448,320.8413552,315.3737918,394.0728492,552.0947241,511.6026443,483.4462755,55.4159549,279.293728,
Paraguay,,,,,,,0.5,0.8,1.3,2.2,2,1.5,1.5,0.4,4.8,0.5,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,,,,,,,,,,,,,,,,24,33.31,20.62,45.99,58.68,75,87,73,92.04605,89.446536,33.783812,29.189781,74.312198,78.101172,79.372289,275,175,118,116,113,,,,,,,,,,,,
Philippines,,,,,,,,7,5,9,12,11,9,8,1,1,6,3,10,4,5,9,8,45,89,151,57,,,25,21,24,21,18,17,195.378604,63.28633498,65.93565255,116.9430648,93.79017769,109.1421091,134.7668363,152.357507,210.2620234,182.9819517,153.322156,185.506996
Poland,,,,,,,,,,,,,,,,,,,,,,,,,155,262,243,181,176,191,311,345,353,325,658,621,694,1018,1474,1154,1306,1395,1521,1557,2163,2556.999872,3716.000064
Portugal,,,,,,22.848613,21.600764,26.513474,18.286383,16.37309,32.607626,15.41987,12.825954,13.373893,8.2471996,14.706828,37.53475,19.256783,29.220443,27.947934,76.728961,94.102857,109,459.143063,386.674585,527.115702,358.854344,291.573431,299.825966,430.439643,454.166368,705.73315,792,936,1164,436.0102315,444.7761016,345.5963651,387.8614357,517.696721,505.8215673,627.3188595,499.4453728,492.754422,356.1036748,221.724032,186.461552
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259.300049,1354.900024,1506.900024,1483,1595.095459,2176.966553,3008.818848,3690.100098,4482.577148,5379.845215,7105.069824,8140.623047,10444.68138,10412.91209,11281.04396,11230.21978,12192.03272,11981.86826
Romania,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,1,6,8,6,5,7,8,8,22.26703447,40.73641874,55.02047631,168.4968228,64.40717189,88.24141655,127.7657264,116.3462276,547.0112154,638.20403,526.43246,547.489944
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,3692,3939,4037,3498,2555,1404,1099,1822,2226,3237,5180,6827.24,12104.44,19880.62,29718.81,21147.74,21453.98,26010.47,31647.7,37216.68,32640.36,19688.83917,16590.33958
Rwanda,,,,,,,9.67918038,13.4987097,13.7895731,16.2070429,21.7977625,21.2137858,18.9125362,17.5869583,16.6412435,16.4749416,23.5869202,25.0186727,28.2807581,23.2816439,21.4326428,18.0003479,1.7022727,12.6874502,,1.1061008,5.5674912,28.1494089,2.7955139,4.0197653,28.024974,32.714483,32.11,29.675698,30.62,34.51075686,54.60685942,77.02150997,70.18206862,71.43983662,76.05421725,102.6911463,107.2034394,52.92715788,126.1778248,123.435384,134.039844
Samoa,,,,,,,,,,,,,,,,0.19596723,0.21916485,0.249794,2.2351077,2.7222371,3.052144,3.0921533,4.3181949,2.9315541,3.558133215,4.1157851,5.8606769,3.1062312,2.9345044,3.1196568,,,,,10.857155,15.53558673,20.91875141,10.20597901,8.592645198,8.453372806,8.947643195,12.40522,11.03960457,18.21995763,12.46791479,15.747451,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,0.005531781,,0.15817598,0.15625218,0.195128604,0.226761664,0.235514351,0.425967049,0.78001478,0.365238081,0.184148551,0.089033445,0.09,,,,,,,0.93,0.26412,0.6882,0.6390867,0.65414993,0.4736025,0.5537406,0.6135675,0.4762065,0.670648481,0.692759575,0.488079389,0.54684,0.62186133,0.600930421,1.313519657,1.0735431,1.44158981,0.449656188,0.575612688
Saudi Arabia,,207,268,391,518,554,989,1510,2840,3760,4090,5350,5350,5240,5280,5200,4800,4930,6500,8530,11200,13700,13400,15700,18100,16600,15500,15000,14900,14000,15400,15100,15900,14800,13600,14314.60024,15964.14419,16446.55902,21696.16,26469.73333,27069.00533,28474.92533,29492.57333,34984.18667,36924.24,38787.36723,38884.7079
Senegal,,,,,27.75185106,31.72930775,26.95118969,24.015009,42.54265749,69.10439207,90.87485953,75.5157338,69.14049836,58.59876756,51.83580347,46.89903618,57.89678906,61.124011,67.249017,65.609578,79.407992,89.43418,95.99844,94.115543,59.851799,76.350035,67.9226567,69.7843707,66.5359469,60.8414049,54.8922785,51.2728864,39.3335207,57.0904717,76.825983,97.73102073,96.40648976,143.2396371,144.1028197,174.4226836,216.4445257,209.1292361,,280.4426555,300.0153194,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.1901011,180.0006526,152.9240748,154.7698269,204.0728426,217.9239816,255.1857616,267.144653,245.053124,238.628348
Seychelles,,,,,,,,,,,,,,,,,,,,9.24024316,9.7943057,9.55736124,13.29295694,0.05789792,0.079116141,0.27299597,0.36217425,0.35811334,0.47983809,0.27570932,10.1044134,5.6079239,4.8943489,7.3145378,7.925966,9.957671783,17.32841148,52.20479425,50.52157849,62.09967402,41.22061599,50.21937075,56.95845807,61.15939038,57.64306649,74.213584,62.945644
Sierra Leone,,,,,,,,,,,1.5241032,,1.4531945,0.74257551,0.55778004,0.43186687,0.1118559,0.3642503,0.26450077,0.14043826,0.056125677,0.01896093,0.008809835,0.008458767,0.007499066,0.006753036,0.006407942,0.0015283,0.001406993,0.036747691,,0.45142518,2.61658717,3.4031882,2.60441671,2.366622693,3.883889077,3.787475673,3.215136935,3.491081884,10.57071692,20.61075837,20.08514846,8.99755852,6.84000474,6.76360175,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.3687151,107.849162,107.9832402,114.0893855,107.089384,116.3743
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,1.5113866,6.0000515,2.5678848,13.1045847,13.7265545,9.2347826,8.2447244,7.7758599,,11.5663277,16.02570098,21.925138,49.95779296,58.94836647,81.87333281,152.7482143,138.0777534,69.95447138,69.69054494,154.2303445,175.3017373,225.4436326,239.900608,242.206872
Slovenia,,,,,,,,,,,,,,,,,,,,,,,1.6,16.5,19.8,30.6,29.5,29.8,31,27.8,29.4,28.1,46.1,66.3,80.2,90.5,139.7854525,247.8758761,380.0366887,245.7391803,196.2421952,197.8473344,186.4710693,203.2395912,208.3674129,184.096116,193.756416
Solomon Islands,,,,,,,,,,,,,6.6934102,3.48262688,3.21893009,3.17403148,4.24921047,3.6440026,5.71423999,4.75309698,5.77352743,7.03563863,6.04487561,2.321398658,5.92460556,8.92568774,11.1598433,4.1431912,2.76182912,5.7253388,6.4650122,2.37558317,1.59909982,1.696607316,1.93264344,2.111119929,11.16098514,12.10646384,13.94346089,39.10483141,61.70812413,66.85411031,46.60280265,44.82676855,45.8913228,55.643036,69.187218
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,236.5999978,283.9927367,279.1233766,424.056196,566.286123,666.555513,576.35,628.7,696.45,805.546825,1017.222676,1049.654788,952.113129,1077.673854,934.002127,721.763798,842.968617,1069.618472,1069.577188,1090.865876,1203.633597,863.833546,808.185732,707.416394,658.547133,629.572997,593.182462,669.928594,696.37151,723.332536,684.953987,567.950214,541.229434,706,937.3129384,1041.844333,1055.263258,1172.716922,1118.933009,1143.855053,1352.799185,1422.697865,1319.944369,1181.980419,1093.585876,980.097856,896.870528
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,,,,,,1.717613,2.9450851,2.6551603,1.2465564,7.4896937,11.2557604,11.7976235,16.5027192,15.7409706,23.02028,130.5121038,128.6789118,130.4363734,162.5120804,246.969362,253.712746,385.830281,562.330647,669,716,869,1023,1084,1245,1965,2491,3078,3792,5141,6975,733.3500451,794.164776,895.0428966,749.0603416,556.3406819,434.1850896,455.7578133,378.2035613,333.5420169,373.4056355,348.98016,287.521792
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,16.186098,16.1485319,17.4202689,18.0325556,18.716975,19.6927768,193.88,209.35,230.5,236.45,249.35,274.2,304.55,372.9,420.3,526.14,580.97,680.1209895,788.4,818.72,896.279984,874.379984
St. Kitts and Nevis,,,,,,,,,,,1.7,2,0.5,0.58888889,0.62962963,1.04814815,1.925925964,2.17777781,2.4037037,7.6444444,6.97037034,,0.16666667,4.2,2.86296296,1.066666676,1.86296299,2.703703753,3.35185179,2.51851849,7.47777779,8.21851849,7.94656299,7.51434449,7.86371479,7.506981482,5.364776667,5.643773333,6.165896666,5.735364815,5.634597037,6.439676667,6.48053,6.74189704,,,
